termino,coeficiente
intercepto,3.112760048777881
x11,1.681405378044277
x2_cuadrado,3.8343369956226314
seno_x4,7.246081830640518
log_x6,3.207499352481209
x7_cubo,2.2316107111301235
escalon_x9,9.336543922627309
interaccion_x1_x11,10.270228726526064
